ID,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
14498,Address: 999 Green Street #1401, San FranciscoSales price: 1495000Sales date: 02/12/2013Bedrooms: 2Square feet: 1300Lot size: 11761,999 Green St APT 1401,2,2,1300,02/12/2013,1495000,37.798451,-122.415218,Russian Hill,5,Condominium,1964,2171576,"1,608,800",94133,15066360
14499,Address: 750 2nd Street #201, San FranciscoSales price: 1749000Sales date: 02/12/2013Bedrooms: 0Square feet: 7760Lot size: 6341,750 2nd St APT 201,2,2,1804,02/12/2013,1749000,37.780006,-122.390274,South Beach,6,Condominium,2013,2622585,"1,269,100",94107,122246045
14500,Address: 419 Bright Street, San FranciscoSales price: 477000Sales date: 02/11/2013Bedrooms: 0Square feet: 900Lot size: 2495,419 Bright St,2,3,1388,06/19/2015,1068000,37.718304,-122.463822,Merced Heights,6,SingleFamily,1956,1107402,"883,100",94132,15190363
14501,Address: 855 La Playa Street #460, San FranciscoSales price: 495000Sales date: 02/11/2013Bedrooms: 2Square feet: 1069Lot size: 8712,855 La Playa St APT 460,2,2,1069,02/11/2013,495000,37.772199,-122.510375,Outer Richmond,4,Condominium,1982,699429,"1,187,700",94121,15100681
14502,Address: 179 Elmira Street, San FranciscoSales price: 610000Sales date: 02/11/2013Bedrooms: 0Square feet: 1515Lot size: 2495,179 Elmira St,3,3,1938,02/11/2013,610000,37.734875,-122.403346,Silver Terrace,9,SingleFamily,1947,837340,"720,300",94124,15157848
14503,Address: 3550 Market Street #305, San FranciscoSales price: 675000Sales date: 02/11/2013Bedrooms: 2Square feet: 1093Lot size: 2614,3550 Market St APT 305,2,2,1093,02/11/2013,675000,37.75629,-122.441894,Twin Peaks,4,Condominium,1979,958418,"1,159,200",94131,15130256
14504,Address: 1574 35th Avenue, San FranciscoSales price: 925000Sales date: 02/11/2013Bedrooms: 3Square feet: 2610Lot size: 3276,1574 35th Ave,2,3,2610,02/11/2013,925000,37.757748,-122.493586,Central Sunset,7,SingleFamily,1932,1420133,"1,111,300",94122,15107431
14507,Address: 547 London Street, San FranciscoSales price: 575500Sales date: 02/07/2013Bedrooms: 2Square feet: 1675Lot size: 2495,547 London St,1,2,1675,02/07/2013,575500,37.720337,-122.436697,Excelsior,5,SingleFamily,1925,840034,"757,400",94112,15174561
14508,Address: 84 Vienna Street, San FranciscoSales price: 580000Sales date: 02/07/2013Bedrooms: 2Square feet: 963Lot size: 2500,84 Vienna St,1,2,963,02/07/2013,580000,37.727148,-122.425698,Excelsior,4,SingleFamily,1957,746382,"757,400",94112,15167740
14509,Address: 537 Gennessee Street, San FranciscoSales price: 640000Sales date: 02/07/2013Bedrooms: 0Square feet: 1037Lot size: 2495,537 Gennessee St,2,3,1400,02/07/2013,640000,37.732857,-122.451435,Westwood Highlands,5,SingleFamily,1948,1219636,"1,393,200",94127,15138366
14510,Address: 2130 Harrison Street #26, San FranciscoSales price: 649000Sales date: 02/07/2013Bedrooms: 1Square feet: 869Lot size: 5227,2130 Harrison St APT 26,1.5,1,869,02/07/2013,649000,37.762829,-122.41323,Mission,4,Condominium,2001,855370,"1,167,700",94110,59779715
14512,Address: 25 Joice Street, San FranciscoSales price: 728000Sales date: 02/07/2013Bedrooms: 2Square feet: 1100Lot size: 2156,25 Joice St,2,2,1100,05/07/2015,812000,37.79154,-122.40843,Downtown,4,Condominium,1911,944926,"795,400",94108,15068701
14514,Address: 2723 Rivera Street, San FranciscoSales price: 755000Sales date: 02/07/2013Bedrooms: 0Square feet: 1523Lot size: 2495,2723 Rivera St,2,2,1523,02/07/2013,755000,37.745664,-122.495671,Outer Parkside,6,SingleFamily,1951,1011314,"982,900",94116,15118989
14517,Address: 1869 Palou Avenue, San FranciscoSales price: 245000Sales date: 02/06/2013Bedrooms: 0Square feet: 1821Lot size: 2495,1869 Palou Ave,2,3,1821,02/06/2013,245000,37.736602,-122.396073,Silver Terrace,7,SingleFamily,1931,840702,"720,300",94124,15156652
14518,Address: 1 Crescent Way #1409, San FranciscoSales price: 366500Sales date: 02/06/2013Bedrooms: 2Square feet: 1063Lot size: 42105,1 Crescent Way APT 1409,2,2,1063,02/06/2013,366500,37.71085,-122.390182,Bayview,5,Condominium,2001,597943,"719,000",94134,64971703
14520,Address: 35 Mt. Vernon Avenue, San FranciscoSales price: 505000Sales date: 02/06/2013Bedrooms: 0Square feet: 1200Lot size: 1913,35 Mount Vernon Ave,1,1,1200,02/06/2013,505000,37.715073,-122.443628,Outer Mission,4,SingleFamily,1925,756352,"804,400",94112,15191669
14521,Address: 1342 York Street, San FranciscoSales price: 590000Sales date: 02/06/2013Bedrooms: 0Square feet: 964Lot size: 2596,1342 York St,3,6,1800,02/06/2013,590000,37.75052,-122.408245,Mission,9,SingleFamily,1896,1198470,"1,167,700",94110,15152617
14522,Address: 231 North Lake Merced Hills, San FranciscoSales price: 607000Sales date: 02/06/2013Bedrooms: 3Square feet: 1904Lot size: 2178,231 N Lake Merced Hls,2,3,1904,02/06/2013,607000,37.712831,-122.482403,Lakeshore,7,Condominium,1975,859494,"1,237,900",94132,15198432
14523,Address: 1821 44th Avenue, San FranciscoSales price: 640000Sales date: 02/06/2013Bedrooms: 3Square feet: 1832Lot size: 3000,1821 44th Ave,2,3,1832,02/06/2013,640000,37.752597,-122.503558,Outer Sunset,6,SingleFamily,1939,1360111,"1,030,300",94122,15113463
14524,Address: 318 Paris Street, San FranciscoSales price: 668000Sales date: 02/06/2013Bedrooms: 0Square feet: 1400Lot size: 2500,318 Paris St,1,3,1400,02/06/2013,668000,37.723602,-122.433825,Excelsior,6,SingleFamily,1926,808564,"757,400",94112,15170955
14526,Address: 1483 Sutter Street #817, San FranciscoSales price: 725000Sales date: 02/06/2013Bedrooms: 2Square feet: 1024Lot size: 4356,1483 Sutter St APT 817,2,2,1024,02/06/2013,725000,37.78675,-122.424235,Van Ness - Civic Center,5,Condominium,1993,978885,"839,200",94109,15076432
14527,Address: 300 Berry Street #1004, San FranciscoSales price: 740000Sales date: 02/06/2013Bedrooms: 2Square feet: 856Lot size: 41861,300 Berry St UNIT 1004,1,1,856,02/06/2013,740000,37.773929,-122.39624,South of Market,4,Condominium,2009,928628,"957,300",94158,96038566
14528,Address: 757 9th Avenue, San FranciscoSales price: 819500Sales date: 02/06/2013Bedrooms: 0Square feet: 1493Lot size: 2985,757 9th Ave,1,2,1493,02/06/2013,819500,37.774171,-122.467338,Inner Richmond,6,SingleFamily,1915,1247143,"1,679,000",94118,89239864
14529,Address: 75 Folsom Street #1007, San FranciscoSales price: 850000Sales date: 02/06/2013Bedrooms: 1Square feet: 1046Lot size: 40946,75 Folsom St APT 1007,1,1,1046,02/06/2013,850000,37.7898,-122.389765,South Beach,3,Condominium,1991,1114868,"1,269,100",94105,15147554
14530,Address: 248 Arlington Street, San FranciscoSales price: 850000Sales date: 02/06/2013Bedrooms: 0Square feet: 920Lot size: 2495,248 Arlington St,2,4,920,02/06/2013,850000,37.737592,-122.426169,Glen Park,8,SingleFamily,1910,1595193,"1,628,900",94131,15184247
14532,Address: 2265 Broadway Street #1, San FranciscoSales price: 1340000Sales date: 02/06/2013Bedrooms: 0Square feet: 1512Lot size: 11326,2265 Broadway St APT 1,2,3,1512,02/06/2013,1340000,37.794057,-122.434205,Pacific Heights,6,Condominium,1923,2370652,"1,884,400",94115,15073278
14533,Address: 235 Duncan Street, San FranciscoSales price: 1475000Sales date: 02/06/2013Bedrooms: 0Square feet: 1350Lot size: 3419,235 Duncan St,1,3,1350,02/06/2013,1475000,37.745935,-122.425515,Noe Valley,5,SingleFamily,1950,2100909,"1,751,900",94131,15182645
14536,Address: 200 Brannan Street #115, San FranciscoSales price: 213000Sales date: 02/05/2013Bedrooms: 1Square feet: 1050Lot size: 72899,200 Brannan St APT 115,1,1,1050,02/05/2013,213000,37.783594,-122.390725,South Beach,4,Condominium,2004,1087238,"1,269,100",94107,69817821
14537,Address: 1280 Minnesota Street #104, San FranciscoSales price: 319500Sales date: 02/05/2013Bedrooms: 0Square feet: 0Lot size: 0,1280 Minnesota St APT 104,2,2,1138,02/05/2013,319500,37.754346,-122.389954,Central Waterfront - Dogpatch,4,Condominium,2012,1190386,"1,124,600",94107,119584695
14540,Address: 250 King Street #362, San FranciscoSales price: 485000Sales date: 02/05/2013Bedrooms: 1Square feet: 672Lot size: 213232,250 King St UNIT 362,1,1,672,02/05/2013,485000,37.777645,-122.39343,South of Market,3,Condominium,2004,734012,"957,300",94107,69819560
14541,Address: 1781 Quesada Avenue, San FranciscoSales price: 552000Sales date: 02/05/2013Bedrooms: 0Square feet: 1852Lot size: 2500,1781 Quesada Ave,2,3,1852,02/05/2013,552000,37.733982,-122.393115,Bayview,8,SingleFamily,1939,862235,"719,000",94124,15157125
14544,Address: 1659 Funston Avenue, San FranciscoSales price: 800000Sales date: 02/05/2013Bedrooms: 0Square feet: 1024Lot size: 3171,1659 Funston Ave,1,2,1024,02/05/2013,800000,37.75715,-122.470468,Golden Gate Heights,4,SingleFamily,1951,1277006,"1,449,000",94122,15109609
14545,Address: 557 Anderson Street, San FranciscoSales price: 801000Sales date: 02/05/2013Bedrooms: 0Square feet: 950Lot size: 1751,557 Anderson St,1,2,950,02/05/2013,801000,37.736433,-122.415218,Bernal Heights,4,SingleFamily,1926,972267,"1,214,400",94110,15163843
14547,Address: 650 Delancey Street #411, San FranciscoSales price: 998000Sales date: 02/05/2013Bedrooms: 0Square feet: 1430Lot size: 3485,650 Delancey St APT 411,2,1,1430,02/05/2013,998000,37.782775,-122.389686,South Beach,5,Condominium,1996,1838176,"1,269,100",94107,80749233
14548,Address: 650 Delancey Street #416, San FranciscoSales price: 1069000Sales date: 02/05/2013Bedrooms: 0Square feet: 1259Lot size: 3485,650 Delancey St APT 416,2,2,1300,03/14/2014,1495000,37.782775,-122.389686,South Beach,5,Condominium,1996,1703950,"1,269,100",94107,80732761
14551,Address: 453 Noriega Street, San FranciscoSales price: 1625000Sales date: 02/05/2013Bedrooms: 0Square feet: 1351Lot size: 3223,453 Noriega St,1.5,2,1351,02/05/2013,1625000,37.754796,-122.468508,Golden Gate Heights,6,SingleFamily,1955,1482048,"1,449,000",94122,15111910
14552,Address: 2153 Beach Street, San FranciscoSales price: 1750000Sales date: 02/05/2013Bedrooms: 3Square feet: 2442Lot size: 3798,2153 Beach St,2,3,2442,02/05/2013,1750000,37.803304,-122.444488,Marina,6,Condominium,1929,2884880,"2,157,700",94123,61288327
14553,Address: 848 Goettingen Street, San FranciscoSales price: 460000Sales date: 02/01/2013Bedrooms: 0Square feet: 1025Lot size: 2996,848 Goettingen St,1,3,1025,02/01/2013,460000,37.721349,-122.404618,Portola,5,SingleFamily,1947,827559,"891,600",94134,15172238
14554,Address: 201 Harrison Street #127, San FranciscoSales price: 770000Sales date: 01/31/2013Bedrooms: 2Square feet: 1077Lot size: 31799,201 Harrison St APT 127,2,2,1077,01/31/2013,770000,37.787585,-122.39048,South Beach,6,Condominium,1991,1163073,"1,269,100",94105,15148149
14558,Address: 1301 Indiana Street #304, San FranciscoSales price: 850000Sales date: 01/31/2013Bedrooms: 0Square feet: 0Lot size: 0,1301 Indiana St UNIT 304,2,3,1447,01/31/2013,850000,37.754439,-122.390812,Central Waterfront - Dogpatch,5,Condominium,2012,1430017,"1,124,600",94107,119584697
14559,Address: 1776 Sacramento Street #405, San FranciscoSales price: 780000Sales date: 01/31/2013Bedrooms: 2Square feet: 1091Lot size: 13068,1776 Sacramento St APT 405,2,2,1091,01/31/2013,780000,37.791618,-122.422098,Nob Hill,5,Condominium,1992,1276939,"1,440,700",94109,15074195
14560,Address: 1958 Sacramento Street, San FranciscoSales price: 2470000Sales date: 01/31/2013Bedrooms: 0Square feet: 3560Lot size: 3828,1958-1960 Sacramento St,4.5,4,4560,01/31/2013,2470000,37.791227,-122.42517,Pacific Heights,16,SingleFamily,1905,4842580,"1,884,400",94109,15074234
14561,Address: 3597 Mission Street #A, San FranciscoSales price: 435000Sales date: 01/31/2013Bedrooms: 0Square feet: 1231Lot size: 1764,3597A Mission St,3,4,2045,09/20/2013,920000,37.7389,-122.423549,Bernal Heights,7,SingleFamily,1907,1483880,"1,214,400",94110,15163463
14562,Address: 316 Bocana Street, San FranciscoSales price: 1050000Sales date: 01/31/2013Bedrooms: 0Square feet: 1110Lot size: 3214,316 Bocana St,1.5,2,1110,01/31/2013,1050000,37.739093,-122.419087,Bernal Heights,6,SingleFamily,1900,1387437,"1,214,400",94110,15162717
14564,Address: 1300 Eddy Street, San FranciscoSales price: 700000Sales date: 01/31/2013Bedrooms: 3Square feet: 1900Lot size: 1003,1300 Eddy St,2,3,1900,05/14/2015,180000,37.782054,-122.429923,Western Addition,5,SingleFamily,2007,1311833,"971,300",94115,82785427
14565,Address: 2155 31st Avenue, San FranciscoSales price: 760000Sales date: 01/31/2013Bedrooms: 0Square feet: 1325Lot size: 2996,2155 31st Ave,1,2,1325,01/31/2013,760000,37.747031,-122.489193,Parkside,5,SingleFamily,1939,1149925,"1,094,000",94116,15117475
14567,Address: 988 Fulton Street #234, San FranciscoSales price: 508000Sales date: 01/31/2013Bedrooms: 1Square feet: 662Lot size: 41262,988 Fulton St APT 234,1,1,662,01/31/2013,508000,37.778057,-122.43251,Western Addition,5,Condominium,1999,775699,"971,300",94117,79844960
14568,Address: 1221 Shrader Street, San FranciscoSales price: 885000Sales date: 01/31/2013Bedrooms: 3Square feet: 1267Lot size: 1307,1221 Shrader St,1,3,1267,01/31/2013,885000,37.763485,-122.45128,Parnassus - Ashbury,6,Condominium,1909,1358907,"2,111,800",94117,15088237
14570,Address: 1851 25th Avenue, San FranciscoSales price: 835000Sales date: 01/31/2013Bedrooms: 2Square feet: 1375Lot size: 3000,1851 25th Ave,1,2,1375,01/31/2013,835000,37.752976,-122.483162,Central Sunset,5,SingleFamily,1939,1059953,"1,111,300",94122,15112520
14571,Address: 958 Le Conte Avenue #2, San FranciscoSales price: 301500Sales date: 01/31/2013Bedrooms: 3Square feet: 1879Lot size: 2501,958 Le Conte Ave # 2,2,3,1879,11/13/2013,410000,37.73093,-122.382507,Bayview,6,Condominium,2003,763136,"719,000",94124,64971736
14572,Address: 2106 Thomas Avenue, San FranciscoSales price: 470500Sales date: 01/31/2013Bedrooms: 0Square feet: 2000Lot size: 2495,2106 Thomas Ave,4,6,2300,01/31/2013,470500,37.735912,-122.400421,Silver Terrace,5,SingleFamily,1947,990622,"720,300",94124,15157328
14573,Address: 38 Alviso Street, San FranciscoSales price: 1150000Sales date: 01/31/2013Bedrooms: 3Square feet: 1652Lot size: 5845,38 Alviso St,2.5,3,1652,01/31/2013,1150000,37.722446,-122.469141,Ingleside Terrace,7,SingleFamily,1924,1291780,"1,621,200",94127,15187538
14574,Address: 360 Chenery Street, San FranciscoSales price: 1200500Sales date: 01/31/2013Bedrooms: 0Square feet: 1050Lot size: 2713,360 Chenery St,2,2,1458,01/31/2013,1200500,37.736848,-122.428673,Glen Park,5,SingleFamily,1927,1845477,"1,628,900",94131,15184412
14575,Address: 455 Vallejo Street #305, San FranciscoSales price: 643000Sales date: 01/31/2013Bedrooms: 1Square feet: 825Lot size: 9583,455 Vallejo St APT 305,1,1,825,01/31/2013,643000,37.798796,-122.404766,Telegraph Hill,3,Condominium,1973,859565,"1,215,500",94133,15066625
14576,Address: 101 Crescent Way #2415, San FranciscoSales price: 359000Sales date: 01/31/2013Bedrooms: 2Square feet: 1337Lot size: 42325,101 Crescent Way APT 2415,2,2,1337,01/30/2013,359000,37.710918,-122.389238,Bayview,5,Condominium,2001,684869,"719,000",94134,64972922
14579,Address: 525 Gough Street #404, San FranciscoSales price: 1040000Sales date: 01/30/2013Bedrooms: 3Square feet: 1706Lot size: 12788,525 Gough St APT 404,2.5,3,1706,01/30/2013,1040000,37.778246,-122.423614,Hayes Valley,6,Condominium,2005,1703284,"1,202,900",94102,69818944
14580,Address: 201 Harrison Street #808, San FranciscoSales price: 410000Sales date: 01/30/2013Bedrooms: 1Square feet: 495Lot size: 31799,201 Harrison St APT 808,1,1,495,01/30/2013,410000,37.787585,-122.39048,South Beach,2,Condominium,1991,636686,"1,269,100",94105,15148338
14581,Address: 44 Glover Street, San FranciscoSales price: 1170000Sales date: 01/30/2013Bedrooms: 0Square feet: 850Lot size: 1376,44 Glover St,1.5,2,2000,01/30/2013,1170000,37.797315,-122.4161,Russian Hill,7,SingleFamily,1907,2384919,"1,608,800",94109,15066825
14582,Address: 1432 Hyde Street, San FranciscoSales price: 2564000Sales date: 01/30/2013Bedrooms: 0Square feet: 2690Lot size: 2365,1432-1434 Hyde St,4,5,3240,01/30/2013,2564000,37.794187,-122.417735,Nob Hill,11,Duplex,1907,3907211,"1,440,700",94109,15067459
14585,Address: 2912 Sacramento Street, San FranciscoSales price: 2165000Sales date: 01/30/2013Bedrooms: 0Square feet: 1363Lot size: 3510,2912 Sacramento St,3,4,2500,01/30/2013,2165000,37.789179,-122.441341,Pacific Heights,5,SingleFamily,2009,4581547,"1,884,400",94115,15082051
14589,Address: 1824 Beach Street, San FranciscoSales price: 984000Sales date: 01/30/2013Bedrooms: 1Square feet: 1296Lot size: 2614,1824 Beach St,2,2,1296,01/30/2013,984000,37.80416,-122.44012,Marina,4,Condominium,1925,1585444,"2,157,700",94123,15069943
14590,Address: 7 Mercedes Way, San FranciscoSales price: 475000Sales date: 01/30/2013Bedrooms: 3Square feet: 1956Lot size: 7814,7 Mercedes Way,1,3,1956,01/30/2013,475000,37.727094,-122.471288,Ingleside Terrace,6,SingleFamily,1926,1704801,"1,621,200",94127,15187018
14593,Address: 116 Leland Avenue, San FranciscoSales price: 332500Sales date: 01/30/2013Bedrooms: 0Square feet: 1706Lot size: 2500,116 Leland Ave,3,3,1725,07/30/2013,514000,37.712267,-122.40586,Visitacion Valley,5,SingleFamily,1904,812971,"690,400",94134,15174220
14595,Address: 251 Oak Street, San FranciscoSales price: 679000Sales date: 01/29/2013Bedrooms: 6Square feet: 2970Lot size: 1540,251-255 Oak St,1,2,800,02/26/2013,635500,37.774721,-122.423427,Hayes Valley,12,MultiFamily2To4,1912,1375473,"1,202,900",94102,15078716
14598,Address: 200 Brannan Street #427, San FranciscoSales price: 316000Sales date: 01/29/2013Bedrooms: 3Square feet: 2107Lot size: 72899,200 Brannan St APT 427,2,3,2107,01/29/2013,316000,37.783594,-122.390725,South Beach,5,Condominium,2004,2823624,"1,269,100",94107,69817926
14599,Address: 1177 California Street #1002, San FranciscoSales price: 460000Sales date: 01/29/2013Bedrooms: 1Square feet: 511Lot size: 510,1177 California St APT 1002,1,1,511,01/29/2013,460000,37.791089,-122.413658,Downtown,2,Condominium,1978,593131,"795,400",94108,15068461
14600,Address: 3041 26th Street, San FranciscoSales price: 500000Sales date: 01/29/2013Bedrooms: 0Square feet: 924Lot size: 2234,3041 26th St,1,2,924,01/29/2013,500000,37.749294,-122.410404,Mission,4,Townhouse,1900,841994,"1,167,700",94110,15152964
14602,Address: 363 Elsie Street, San FranciscoSales price: 1013000Sales date: 01/29/2013Bedrooms: 4Square feet: 0Lot size: 0,363 Elsie St,2,4,1833,01/29/2013,1013000,37.738618,-122.420208,Bernal Heights,7,Condominium,2011,1956862,"1,214,400",94110,114316720
14604,Address: 1855 Alemany Boulevard, San FranciscoSales price: 630000Sales date: 01/29/2013Bedrooms: 2Square feet: 1662Lot size: 1859,1855 Alemany Blvd,2,2,1662,01/29/2013,630000,37.722613,-122.4377,Mission Terrace,7,MultiFamily2To4,1964,865942,"986,000",94112,15188298
14606,Address: 2331 Vicente Street, San FranciscoSales price: 729000Sales date: 01/29/2013Bedrooms: 3Square feet: 1235Lot size: 2250,2331 Vicente St,1,3,1235,01/29/2013,729000,37.738359,-122.492033,Parkside,5,SingleFamily,1949,1070057,"1,094,000",94116,15125000
14607,Address: 1250 Page Street #3, San FranciscoSales price: 710000Sales date: 01/29/2013Bedrooms: 2Square feet: 824Lot size: 3485,1250 Page St APT 3,1,2,824,01/29/2013,710000,37.771949,-122.44146,Haight-Ashbury,4,Condominium,1980,864838,"1,337,700",94117,15086469
14608,Address: 2325 Cabrillo Street, San FranciscoSales price: 550000Sales date: 01/29/2013Bedrooms: 4Square feet: 2860Lot size: 2500,2325-2327 Cabrillo St,3,4,2860,01/29/2013,550000,37.774217,-122.483729,Central Richmond,10,Duplex,1923,1733255,"1,480,400",94121,15099522
14609,Address: 440 El Camino Del Mar, San FranciscoSales price: 5400000Sales date: 01/29/2013Bedrooms: 0Square feet: 5629Lot size: 6438,440 El Camino Del Mar,7.5,6,5184,01/29/2013,5400000,37.787844,-122.488167,Sea Cliff,13,SingleFamily,1936,8053901,"4,400,200",94121,15088718
14610,Address: 1235 20th Avenue, San FranciscoSales price: 775000Sales date: 01/29/2013Bedrooms: 1Square feet: 1585Lot size: 3060,1235 20th Ave,3,1,1585,01/29/2013,775000,37.764676,-122.478606,Central Sunset,6,Condominium,2001,1177513,"1,111,300",94122,59700302
14611,Address: 175 De Soto Street, San FranciscoSales price: 1362000Sales date: 01/29/2013Bedrooms: 0Square feet: 2180Lot size: 5697,175 De Soto St,2.5,3,2180,01/29/2013,1362000,37.724789,-122.465522,Ingleside Terrace,8,SingleFamily,1917,1789046,"1,621,200",94127,15187364
14613,Address: 271 Bright Street, San FranciscoSales price: 500000Sales date: 01/29/2013Bedrooms: 2Square feet: 1037Lot size: 2495,271 Bright St,1,2,1037,01/29/2013,500000,37.71561,-122.463792,Ingleside Heights,5,SingleFamily,1939,700380,"688,100",94132,15193723
14616,Address: 413 Valencia Street #303, San FranciscoSales price: 720000Sales date: 01/28/2013Bedrooms: 0Square feet: 0Lot size: 0,413 Valencia St UNIT 303,2,2,783,01/28/2013,720000,37.766275,-122.421947,Mission,4,Condominium,2013,880774,"1,167,700",94103,121337222
14619,Address: 162 College Avenue, San FranciscoSales price: 360000Sales date: 01/28/2013Bedrooms: 2Square feet: 1205Lot size: 2064,162 College Ave,1,2,1205,01/29/2014,650000,37.735156,-122.425703,Bernal Heights,5,SingleFamily,1907,858799,"1,214,400",94112,15184801
14621,Address: 2595 15th Avenue, San FranciscoSales price: 1340000Sales date: 01/28/2013Bedrooms: 0Square feet: 2232Lot size: 3249,2595 15th Ave,2,3,2232,01/28/2013,1340000,37.739754,-122.471289,Inner Parkside,6,SingleFamily,1932,1735995,"1,304,500",94127,15123060
14623,Address: 601 Van Ness Avenue #351, San FranciscoSales price: 530000Sales date: 01/25/2013Bedrooms: 2Square feet: 917Lot size: 871,601 Van Ness Ave APT 351,2,2,917,01/25/2013,530000,37.781386,-122.421406,Van Ness - Civic Center,4,Condominium,1982,813726,"839,200",94102,15077875
14625,Address: 75 Caire Terrace, San FranciscoSales price: 510000Sales date: 01/25/2013Bedrooms: 3Square feet: 1109Lot size: 880,75 Caire Ter,1,3,1109,03/20/2015,699000,37.752157,-122.399676,Potrero Hill,5,Condominium,1984,808894,"1,264,000",94107,15152206
14627,Address: 300 3rd Street #714, San FranciscoSales price: 610000Sales date: 01/25/2013Bedrooms: 1Square feet: 807Lot size: 23522,300 3rd St APT 714,1,1,807,01/25/2013,610000,37.783184,-122.399084,Yerba Buena,3,Condominium,1990,673766,"993,200",94107,15147769
14628,Address: 673 Kansas Street #2, San FranciscoSales price: 815000Sales date: 01/25/2013Bedrooms: 3Square feet: 1725Lot size: 2511,673 Kansas St # 2,1,3,1725,01/25/2013,815000,37.761308,-122.4029,Potrero Hill,6,Condominium,1907,1413022,"1,264,000",94107,69820114
14629,Address: 900 Bush Street #6, San FranciscoSales price: 725000Sales date: 01/25/2013Bedrooms: 3Square feet: 950Lot size: 18731,900 Bush St PH 6,2,2,950,01/25/2013,725000,37.789945,-122.412735,Downtown,6,Condominium,1982,913723,"795,400",94109,15069144
14630,Address: 333 Trumbull Street, San FranciscoSales price: 600000Sales date: 01/25/2013Bedrooms: 4Square feet: 1609Lot size: 3480,333 Trumbull St,1,4,1609,06/27/2006,850000,37.730999,-122.423616,Excelsior,7,SingleFamily,1964,990603,"757,400",94112,15165548
14631,Address: 3715 22nd Street, San FranciscoSales price: 2890000Sales date: 01/25/2013Bedrooms: 3Square feet: 3722Lot size: 1912,3715 22nd St,5,4,3722,01/25/2013,2890000,37.754539,-122.430405,Eureka Valley - Dolores Heights - Castro,8,SingleFamily,1904,5343065,"1,718,500",94114,15146515
14632,Address: 2119 45th Avenue, San FranciscoSales price: 535000Sales date: 01/25/2013Bedrooms: 0Square feet: 1000Lot size: 3000,2119 45th Ave,1,2,1000,06/27/2012,525000,37.746983,-122.504242,Outer Parkside,5,SingleFamily,1941,815044,"982,900",94116,15116878
14633,Address: 1335 Fulton Street #203, San FranciscoSales price: 891000Sales date: 01/25/2013Bedrooms: 2Square feet: 1257Lot size: 5000,1335 Fulton St UNIT 203,2,3,1257,01/25/2013,891000,37.776538,-122.438827,North Panhandle,4,Condominium,2007,1386584,"1,211,900",94117,89236580
14634,Address: 1733 Cabrillo Street, San FranciscoSales price: 759000Sales date: 01/25/2013Bedrooms: 3Square feet: 1840Lot size: 2495,1733 Cabrillo St,1,1,1840,07/23/2013,1300000,37.774504,-122.47743,Central Richmond,6,MultiFamily2To4,1908,1436330,"1,480,400",94121,15099257
14635,Address: 1707 35th Avenue, San FranciscoSales price: 770000Sales date: 01/25/2013Bedrooms: 0Square feet: 1300Lot size: 2060,1707 35th Ave,1,2,1300,01/25/2013,770000,37.755129,-122.493998,Central Sunset,9,SingleFamily,1940,992040,"1,111,300",94122,15110537
14639,Address: 4046 26th Street, San FranciscoSales price: 1261500Sales date: 01/25/2013Bedrooms: 3Square feet: 1902Lot size: 2280,4046 26th St,2,3,1902,01/25/2013,1261500,37.74854,-122.430441,Noe Valley,10,SingleFamily,1885,2749960,"1,751,900",94131,15181433
14640,Address: 571 Brussels Street #V, San FranciscoSales price: 745000Sales date: 01/25/2013Bedrooms: 4Square feet: 2368Lot size: 3000,571 Brussels St,2.5,4,2368,01/25/2013,745000,37.725166,-122.404445,Portola,8,SingleFamily,1995,1056681,"891,600",94134,15170319
14644,Address: 250 King Street #650, San FranciscoSales price: 359500Sales date: 01/24/2013Bedrooms: 1Square feet: 797Lot size: 213232,250 King St UNIT 650,1,1,900,01/24/2013,359500,37.777641,-122.393417,South of Market,3,Condominium,2004,878934,"957,300",94107,80754488
14645,Address: 88 King Street #1120, San FranciscoSales price: 1325000Sales date: 01/24/2013Bedrooms: 2Square feet: 1094Lot size: 88427,88 King St UNIT 1120,2,2,1165,01/24/2013,1325000,37.780117,-122.389648,South Beach,4,Condominium,2000,1403477,"1,269,100",94107,80730885
14646,Address: 2770 21st Street, San FranciscoSales price: 849000Sales date: 01/24/2013Bedrooms: 4Square feet: 2070Lot size: 2325,2770 21st St,1,2,700,01/24/2013,849000,37.757773,-122.410229,Mission,12,MultiFamily2To4,1900,1521453,"1,167,700",94110,15150182
14647,Address: 8 Rosella Court, San FranciscoSales price: 530000Sales date: 01/24/2013Bedrooms: 0Square feet: 800Lot size: 2191,8 Rosella Ct,1,2,800,01/24/2013,530000,37.72226,-122.43906,Mission Terrace,5,SingleFamily,1922,733728,"986,000",94112,15188252
14649,Address: 247 Lake Street, San FranciscoSales price: 1100000Sales date: 01/24/2013Bedrooms: 0Square feet: 1475Lot size: 2889,247 Lake St,2,3,1475,01/24/2013,1100000,37.78653,-122.46237,Lake,7,Condominium,1907,1613516,"2,202,400",94118,59779469
14650,Address: 155 Farnum Street, San FranciscoSales price: 790000Sales date: 01/24/2013Bedrooms: 2Square feet: 923Lot size: 2502,155 Farnum St,2,3,1350,01/24/2013,790000,37.738746,-122.433791,Glen Park,4,SingleFamily,1950,1975801,"1,628,900",94131,15200331
