data_entrada_brasil;data_cadastro;dif_dtcad_dtingr_meses;sexo;fx_etaria;pais_origem;distrito_moradia;condicoes_moradia;cidade_ingresso;cor_raca;escolaridade;situacao_migratoria;fonte_renda;sabendo_crai;demanda_1
29/10/2015;15/03/2018;28;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Instituições ou organizações;Demandas diversas
28/12/2015;26/03/2018;26;Masculino;40 a 49 anos;Senegal;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Empresário (MEI, dono de loja, restaurante, etc.);Outros;Regularização migratória
10/08/2015;27/03/2018;31;Masculino;30 a 39 anos;Senegal;Carrão;Aluguel ou pensão;Rio Branco;Preta;Outros;Solicitante de refúgio;Empresário (MEI, dono de loja, restaurante, etc.);Amigos ou parentes;Demandas diversas
23/08/2015;02/04/2018;31;Masculino;30 a 39 anos;Senegal;Brás;Aluguel ou pensão;Rio Branco;Preta;Ensino superior incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Instituições ou organizações;Regularização migratória
24/03/2017;05/04/2018;12;Masculino;18 a 29 anos;Senegal;República;Aluguel ou pensão;Belém;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Serviço público;Regularização migratória
22/02/2014;05/04/2018;49;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
01/03/2015;09/04/2018;37;Masculino;30 a 39 anos;Senegal;Sé;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
14/02/2016;11/04/2018;25;Masculino;40 a 49 anos;Senegal;Outro Município;Aluguel ou pensão;Recife;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
09/04/2015;16/04/2018;36;Masculino;30 a 39 anos;Senegal;Bela Vista;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
25/04/2013;18/04/2018;59;Masculino;30 a 39 anos;Senegal;Ipiranga;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
25/05/2015;18/04/2018;34;Masculino;18 a 29 anos;Senegal;Ipiranga;Aluguel ou pensão;Rio Branco;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
06/06/2014;23/04/2018;46;Masculino;30 a 39 anos;Senegal;Santo Amaro;Aluguel ou pensão;Foz do Iguaçu;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
04/08/2015;02/05/2018;32;Masculino;18 a 29 anos;Senegal;República;Aluguel ou pensão;Florianópolis;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
17/11/2015;07/05/2018;29;Masculino;30 a 39 anos;Senegal;Tatuapé;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
18/03/2015;09/05/2018;37;Masculino;30 a 39 anos;Senegal;Bela Vista;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Demandas diversas
05/10/2015;16/05/2018;31;Masculino;30 a 39 anos;Senegal;Sé;Aluguel ou pensão;Rio Branco;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
17/08/2013;21/05/2018;57;Masculino;18 a 29 anos;Senegal;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
08/05/2018;23/05/2018;0;Masculino;30 a 39 anos;Senegal;República;Casa de parente ou amigo;Rio Branco;Preta;Não frequentou escola;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
08/05/2018;23/05/2018;0;Masculino;30 a 39 anos;Senegal;República;Casa de parente ou amigo;Rio Branco;Preta;Não frequentou escola;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
12/03/2015;23/05/2018;38;Masculino;30 a 39 anos;Senegal;Bela Vista;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
28/07/2015;23/05/2018;33;Masculino;18 a 29 anos;Senegal;República;Aluguel ou pensão;Rio Branco;Preta;Ensino superior incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
27/05/2014;23/05/2018;47;Masculino;18 a 29 anos;Senegal;República;Aluguel ou pensão;Rio Branco;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
24/06/2014;24/05/2018;47;Masculino;40 a 49 anos;Senegal;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Serviço público;Regularização migratória
01/02/2014;24/05/2018;51;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
30/09/2015;24/05/2018;31;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Rio Branco;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
09/05/2012;25/05/2018;72;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Refugiado;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
05/10/2015;28/05/2018;31;Masculino;18 a 29 anos;Senegal;Guaianases;Aluguel ou pensão;Rio Branco;Preta;Não frequentou escola;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
25/02/2014;28/05/2018;51;Masculino;18 a 29 anos;Senegal;Brás;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
23/11/2015;30/05/2018;30;Feminino;40 a 49 anos;Senegal;República;Casa de parente ou amigo;Rio Branco;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
12/02/2014;30/05/2018;51;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Rio Branco;Preta;Ensino fundamental completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
03/11/2015;30/05/2018;30;Masculino;18 a 29 anos;Senegal;República;Aluguel ou pensão;Rio Branco;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
22/04/2014;30/05/2018;49;Masculino;18 a 29 anos;Senegal;Brás;Aluguel ou pensão;Rio Branco;Preta;Ensino fundamental completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
01/02/1992;05/06/2018;316;Masculino;18 a 29 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
11/11/2014;05/06/2018;42;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
09/09/2014;07/06/2018;44;Feminino;40 a 49 anos;Senegal;Bela Vista;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
13/07/2017;12/06/2018;10;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
02/08/2015;12/06/2018;34;Masculino;30 a 39 anos;Senegal;Outro Município;Aluguel ou pensão;Rio Branco;Preta;Não frequentou escola;Solicitante de refúgio;Empresário (MEI, dono de loja, restaurante, etc.);Amigos ou parentes;Regularização migratória
07/07/2014;18/06/2018;47;Masculino;18 a 29 anos;Senegal;República;Centro de Acolhida;Rio de Janeiro;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
12/02/2014;20/06/2018;52;Masculino;18 a 29 anos;Senegal;Santa Cecília;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
20/01/2013;20/06/2018;65;Masculino;30 a 39 anos;Senegal;Brás;Aluguel ou pensão;Foz do Iguaçu;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
23/03/2017;20/06/2018;14;Masculino;18 a 29 anos;Senegal;Brás;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
20/10/2015;28/06/2018;32;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Rio Grande;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
19/08/2015;28/06/2018;34;Masculino;18 a 29 anos;Senegal;República;Aluguel ou pensão;Rio Branco;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
12/11/2015;28/06/2018;31;Masculino;18 a 29 anos;Senegal;República;Aluguel ou pensão;Rio Branco;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
29/10/2014;17/07/2018;44;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Rio Branco;Preta;Ensino fundamental completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Instituições ou organizações;Regularização migratória
13/09/2012;18/07/2018;70;Masculino;50 a 59 anos;Senegal;República;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Refugiado;Trabalhador CLT;Instituições ou organizações;Documentos
13/09/2012;19/07/2018;70;Masculino;30 a 39 anos;Senegal;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Demandas diversas
11/04/2017;23/07/2018;15;Masculino;40 a 49 anos;Senegal;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Demandas diversas
04/05/2015;23/07/2018;38;Masculino;30 a 39 anos;Senegal;Liberdade;Aluguel ou pensão;Rio Branco;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Serviço público;Regularização migratória
01/07/2014;23/07/2018;48;Masculino;30 a 39 anos;Senegal;Brás;Aluguel ou pensão;Rio Branco;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Serviço público;Regularização migratória
04/02/2014;25/07/2018;53;Masculino;30 a 39 anos;Senegal;Brás;Aluguel ou pensão;Rio Branco;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Outros;Regularização migratória
13/12/1985;31/07/2018;391;Masculino;Maiores de 60 anos;Senegal;Santa Cecília;Aluguel ou pensão;Guarulhos;Preta;Outros;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
04/02/2015;02/08/2018;41;Masculino;50 a 59 anos;Senegal;Jabaquara;Aluguel ou pensão;Guarulhos;Preta;Outros;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
18/01/2015;06/08/2018;42;Masculino;18 a 29 anos;Senegal;Outro Município;Aluguel ou pensão;Rio Branco;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
25/09/2014;13/08/2018;46;Masculino;40 a 49 anos;Senegal;Brás;Aluguel ou pensão;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
25/02/2015;14/08/2018;41;Masculino;30 a 39 anos;Senegal;Bela Vista;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Instituições ou organizações;Regularização migratória
25/12/2013;15/08/2018;55;Masculino;30 a 39 anos;Senegal;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino superior incompleto;Visto permanente;Empresário (MEI, dono de loja, restaurante, etc.);Amigos ou parentes;Demandas diversas
01/11/2015;30/08/2018;33;Feminino;30 a 39 anos;Senegal;Vila Matilde;Aluguel ou pensão;Rio Branco;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Demandas diversas
14/04/2015;03/09/2018;40;Masculino;40 a 49 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
25/12/2013;03/09/2018;56;Masculino;18 a 29 anos;Senegal;Brás;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
16/02/2008;04/09/2018;126;Masculino;40 a 49 anos;Senegal;República;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Outros;Regularização migratória
02/06/2018;06/09/2018;3;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
23/10/2015;12/09/2018;34;Masculino;30 a 39 anos;Senegal;Bela Vista;Aluguel ou pensão;Porto Alegre;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
17/01/2017;13/09/2018;19;Masculino;18 a 29 anos;Senegal;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Instituições ou organizações;Regularização migratória
24/11/2014;27/09/2018;46;Masculino;18 a 29 anos;Senegal;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Visto permanente;Desempregado;Instituições ou organizações;Demandas diversas
08/09/2015;28/09/2018;36;Masculino;18 a 29 anos;Senegal;Ipiranga;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
24/08/2016;03/10/2018;25;Masculino;18 a 29 anos;Senegal;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Demandas diversas
03/10/2013;08/10/2018;60;Masculino;40 a 49 anos;Senegal;Outro Município;Aluguel ou pensão;Rio Branco;Preta;Não frequentou escola;Visto permanente;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
19/09/2018;11/10/2018;0;Masculino;30 a 39 anos;Senegal;Bela Vista;Aluguel ou pensão;Rio Branco;Preta;Não frequentou escola;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
06/04/2014;26/10/2018;54;Masculino;40 a 49 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
28/09/2013;29/10/2018;61;Masculino;30 a 39 anos;Senegal;Pari;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino superior completo;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
17/03/2015;30/10/2018;43;Masculino;30 a 39 anos;Senegal;Ipiranga;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Visto permanente;Trabalhador autônomo;Instituições ou organizações;Demandas diversas
06/10/2016;08/11/2018;25;Masculino;30 a 39 anos;Senegal;Brás;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador CLT;Instituições ou organizações;Regularização migratória
03/11/2015;08/11/2018;36;Masculino;40 a 49 anos;Senegal;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Empresário (MEI, dono de loja, restaurante, etc.);Amigos ou parentes;Regularização migratória
30/08/2013;12/11/2018;62;Masculino;40 a 49 anos;Senegal;Outro Município;Aluguel ou pensão;Foz do Iguaçu;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
19/04/2018;13/11/2018;6;Masculino;30 a 39 anos;Senegal;Brás;Aluguel ou pensão;São Luís;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
12/11/2018;18/12/2018;1;Masculino;18 a 29 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Não frequentou escola;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
30/04/2014;08/01/2019;56;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
30/04/2014;09/01/2019;56;Masculino;30 a 39 anos;Senegal;Outro Município;Aluguel ou pensão;Rio Branco;Preta;Outros;Solicitante de refúgio;Trabalhador informal ou ambulante;Serviço público;Regularização migratória
04/04/2016;11/01/2019;33;Masculino;18 a 29 anos;Senegal;República;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
20/02/2015;06/02/2019;47;Masculino;30 a 39 anos;Senegal;Brás;Aluguel ou pensão;Rio Branco;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Instituições ou organizações;Regularização migratória
22/02/2016;13/02/2019;35;Masculino;30 a 39 anos;Senegal;Liberdade;Aluguel ou pensão;Recife;Preta;Outros;Visto permanente;Desempregado;Instituições ou organizações;Regularização migratória
21/10/2014;25/02/2019;52;Masculino;40 a 49 anos;Senegal;Pinheiros;Aluguel ou pensão;Rio Branco;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
30/05/2012;13/03/2019;81;Masculino;50 a 59 anos;Senegal;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
26/09/2013;21/03/2019;65;Masculino;30 a 39 anos;Senegal;Sé;Aluguel ou pensão;Rio Branco;Preta;Ensino fundamental completo;Visto permanente;Trabalhador informal ou ambulante;Amigos ou parentes;Demandas diversas
25/11/2013;21/03/2019;63;Masculino;18 a 29 anos;Senegal;Grajaú;Aluguel ou pensão;Rio Branco;Preta;Ensino superior incompleto;Visto permanente;Trabalhador informal ou ambulante;Instituições ou organizações;Regularização migratória
23/05/2014;28/03/2019;58;Masculino;40 a 49 anos;Senegal;Santa Cecília;Aluguel ou pensão;Rio Branco;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
02/04/2014;28/03/2019;59;Feminino;40 a 49 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
12/09/2014;28/03/2019;54;Feminino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
26/10/2018;08/04/2019;5;Masculino;18 a 29 anos;Senegal;Bela Vista;Casa própria;Rio Branco;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Serviço público;Reinserção no mercado de trabalho
01/04/2015;10/04/2019;48;Masculino;50 a 59 anos;Senegal;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Serviço público;Regularização migratória
07/01/2014;25/04/2019;63;Masculino;18 a 29 anos;Senegal;Brás;Aluguel ou pensão;Rio Branco;Preta;Outros;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
07/01/2014;29/04/2019;63;Masculino;30 a 39 anos;Senegal;Brás;Aluguel ou pensão;Rio Branco;Preta;Outros;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
18/12/2014;02/05/2019;52;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Outros;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
15/07/2015;10/05/2019;45;Masculino;18 a 29 anos;Senegal;Brás;Aluguel ou pensão;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
10/10/2015;13/05/2019;43;Masculino;30 a 39 anos;Senegal;Bela Vista;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Outros;Regularização migratória
16/02/2008;14/05/2019;134;Masculino;40 a 49 anos;Senegal;Ipiranga;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
13/04/2015;21/5/19 0:00;49;Masculino;18 a 29 anos;Senegal;Sé;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
19/02/2014;4/6/19 0:00;63;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Boa Vista;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
30/05/2015;10/6/19 0:00;48;Masculino;18 a 29 anos;Senegal;República;Aluguel ou pensão;Uruguaiana;Preta;Ensino superior completo;Visto permanente;Desempregado;Outros;Regularização migratória
22/04/2014;10/6/19 0:00;61;Masculino;40 a 49 anos;Senegal;Outro Município ou Recém-chegado;Aluguel ou pensão;Rio Branco;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
13/11/2018;12/6/19 0:00;6;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Corumbá;Preta;Outros;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Orientação jurídica
28/11/2014;17/6/19 0:00;54;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Instituições ou organizações;Regularização migratória
27/03/2014;17/6/19 0:00;62;Masculino;18 a 29 anos;Senegal;Brás;Aluguel ou pensão;Corumbá;Preta;Outros;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
05/05/2019;19/6/19 0:00;1;Masculino;18 a 29 anos;Senegal;República;Casa de parente ou amigo;Guarulhos;Preta;Ensino fundamental completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
25/06/2019;27/6/19 0:00;0;Masculino;18 a 29 anos;Senegal;Carrão;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
20/03/2019;27/6/19 0:00;3;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
19/08/2016;1/7/19 0:00;34;Masculino;18 a 29 anos;Senegal;Belém;Aluguel ou pensão;Guarulhos;Preta;Não informado;Não informado;Desempregado;Não informado;Não informado
11/04/2017;10/7/19 0:00;26;Masculino;40 a 49 anos;Senegal;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
29/11/2016;19/7/19 0:00;31;Masculino;40 a 49 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
16/04/2016;22/07/2019;39;Masculino;30 a 39 anos;Senegal;Liberdade;Centro de Acolhida;Guarulhos;Preta;Ensino fundamental completo;Solicitante de refúgio;Desempregado;Serviço público;Documentos
13/12/2013;23/07/2019;67;Masculino;40 a 49 anos;Senegal;Bela Vista;Aluguel ou pensão;Fortaleza;Preta;Outros;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
01/10/2014;31/07/2019;57;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Rio Branco;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Instituições ou organizações;Regularização migratória
18/09/2014;02/08/2019;58;Masculino;40 a 49 anos;Senegal;Bela Vista;Aluguel ou pensão;Rio Branco;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Instituições ou organizações;Regularização migratória
16/05/2019;05/08/2019;2;Feminino;30 a 39 anos;Senegal;Brás;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
10/10/2018;08/08/2019;9;Masculino;40 a 49 anos;Senegal;Brás;Aluguel ou pensão;Corumbá;Preta;Não frequentou escola;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
06/06/2014;09/08/2019;62;Masculino;30 a 39 anos;Senegal;Socorro;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
22/04/2014;12/08/2019;63;Masculino;30 a 39 anos;Senegal;Grajaú;Aluguel ou pensão;Rio Branco;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
05/05/2015;13/08/2019;51;Masculino;18 a 29 anos;Senegal;Outro Município ou Recém-chegado;Em situação de rua;Não informado;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
10/10/2013;19/08/2019;70;Masculino;30 a 39 anos;Senegal;Brás;Aluguel ou pensão;Foz do Iguaçu;Preta;Não frequentou escola;Visto permanente;Trabalhador informal ou ambulante;Serviço público;Regularização migratória
12/07/2019;20/08/2019;1;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Outros;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
25/08/2015;20/08/2019;47;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador autônomo;Serviço público;Regularização migratória
24/06/2018;21/08/2019;13;Masculino;30 a 39 anos;Senegal;Bela Vista;Aluguel ou pensão;Recife;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
10/05/2014;27/08/2019;63;Masculino;30 a 39 anos;Senegal;Brás;Aluguel ou pensão;Rio Branco;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
17/05/2015;13/09/2019;51;Masculino;30 a 39 anos;Senegal;República;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Visto permanente;Trabalhador informal ou ambulante;Não informado;Demandas diversas
